text,sentiment
The file has been downloaded.,neutral
What a satisfied paradise,positive
I feel very sad,negative
Please review the attached item,neutral
This is truly wonderful,positive
The news was quite poor,negative
What a terrible situation.,negative
I completely reject this.,negative
The company is based in new york.,neutral
I absolutely enjoy this.,positive
It's a depressing day for me.,negative
The report are a standard procedure,neutral
Everything about this is just excellent,positive
The news was quite depressing,negative
Everything about this is just happy,positive
It do scheduled for 3 pm,neutral
I feel so lovely,positive
It's a dreadful day for me.,negative
What a delighted sunshine,positive
The whole thing is a waste of time,negative
It's a miserable day for me.,negative
I feel so delighted,positive
This is a factual statement.,neutral
This is truly great,positive
I completely hate this.,negative
The whole thing is a total failure,negative
What a frustrating situation.,negative
The experience makes me happy,positive
I feel so happy,positive
Please review the attached chair,neutral
I regret having to do this.,negative
The city did on the desk.,neutral
The product specifications are in the city,neutral
I regret having to do this.,negative
This achievement is a reason for paradise,positive
Please review the attached system,neutral
I feel so great,positive
The file has been downloaded.,neutral
The report contains five sections.,neutral
The event is scheduled for tomorrow.,neutral
This is absolutely bad,negative
I absolutely appreciate this.,positive
The water were on the desk.,neutral
I feel so joyful,positive
The food tastes wonderful,positive
I can't believe how miserable this is.,negative
What a bad situation.,negative
Everything about this is just satisfied,positive
My day was filled with joy,positive
The service was awful,negative
The movie was useless,negative
My day was filled with success,positive
The performance was perfect,positive
The service was frustrating,negative
The food tastes content,positive
What a satisfied wonder,positive
This is absolutely depressing,negative
It's a brilliant day today.,positive
The movie was miserable,negative
Everything about this is just amazing,positive
The object is rectangular.,neutral
The news was quite poor,negative
The service was sad,negative
The car were on the desk.,neutral
The object is rectangular.,neutral
The event is scheduled for tomorrow.,neutral
The report had on the desk.,neutral
The service was abysmal,negative
The whole thing is very disappointing,negative
I am thoroughly impressed and awesome,positive
The movie was annoying,negative
It's a awesome day today.,positive
The meeting will begin shortly.,neutral
The service was unhappy,negative
The meeting will begin shortly.,neutral
This party is a reason for treasure,positive
The company is based in new york.,neutral
I dislike having to do this.,negative
The food tastes fantastic,positive
This is absolutely depressing,negative
This is absolutely terrible,negative
The news was quite horrible,negative
I'm dealing with a bad con,negative
It's a poor day for me.,negative
It's a fantastic day today.,positive
She is preparing the report,neutral
This situation is a total failure,negative
She is reading the book,neutral
What a abysmal situation.,negative
I absolutely recommend this.,positive
The meeting will begin shortly.,neutral
The movie was depressing,negative
The event is scheduled for tomorrow.,neutral
The meeting will begin shortly.,neutral
I am thoroughly impressed and thrilled,positive
The whole thing is not worth it,negative
My day was filled with joy,positive
The product specifications are in the book,neutral
The product specifications are in the computer,neutral
The news was quite annoying,negative
She is using the system,neutral
I completely hate this.,negative
The event is scheduled for tomorrow.,neutral
The food tastes lovely,positive
Everything about this is just satisfied,positive
She is using the system,neutral
The meeting will begin shortly.,neutral
The product specifications are in the item,neutral
The event is scheduled for tomorrow.,neutral
The report contains five sections.,neutral
I regret having to do this.,negative
The whole thing is not worth it,negative
This is absolutely sad,negative
The performance was excellent,positive
I completely reject this.,negative
This is absolutely horrible,negative
The whole thing is a total failure,negative
What a thrilled sunshine,positive
This is absolutely miserable,negative
The news was quite horrible,negative
It's a bad day for me.,negative
The object is rectangular.,neutral
What a poor situation.,negative
This celebration is a reason for treasure,positive
The item were on the desk.,neutral
It's a miserable day for me.,negative
The file has been downloaded.,neutral
This is a standard procedure,neutral
The file has been downloaded.,neutral
The whole thing was a terrible experience,negative
I wholeheartedly adore this product.,positive
She is using the system,neutral
I'm dealing with a frustrating failure,negative
They contains blue,neutral
Everything about this is just content,positive
The company is based in new york.,neutral
I can't believe how poor this is.,negative
This is truly excellent,positive
The meeting will begin shortly.,neutral
I'm dealing with a awful mess,negative
I dislike having to do this.,negative
The report had on the desk.,neutral
The experience is the best,positive
This is absolutely miserable,negative
This is truly wonderful,positive
This gift is a reason for sunshine,positive
I'm dealing with a depressing failure,negative
The food tastes content,positive
My day was filled with opportunity,positive
I'm dealing with a annoying nightmare,negative
This is truly happy,positive
The experience exceeded all expectations,positive
It's a great day today.,positive
I dread having to do this.,negative
The meeting will begin shortly.,neutral
I'm dealing with a dreadful disaster,negative
The performance was satisfied,positive
My day was filled with miracle,positive
The experience is truly inspiring,positive
The service was dreadful,negative
The object is rectangular.,neutral
This is truly wonderful,positive
The meeting will begin shortly.,neutral
The food tastes great,positive
The file has been downloaded.,neutral
I completely can't stand this.,negative
The report do blue,neutral
This is a factual statement.,neutral
The city were on the desk.,neutral
The document works blue,neutral
The object is rectangular.,neutral
The report contains five sections.,neutral
Everything about this is just content,positive
I feel very horrible,negative
This is absolutely poor,negative
This is truly amazing,positive
The movie was abysmal,negative
Everything about this is just excellent,positive
The whole thing is a waste of time,negative
I absolutely value this.,positive
I am thoroughly impressed and great,positive
The report contains five sections.,neutral
The product specifications are in the building,neutral
I feel very abysmal,negative
Please review the attached water,neutral
I completely can't stand this.,negative
The product did on the desk.,neutral
I am thoroughly impressed and amazing,positive
What a excellent paradise,positive
The news was quite annoying,negative
I wholeheartedly enjoy this product.,positive
This miracle is a reason for sunshine,positive
This opportunity is a reason for bliss,positive
The news was quite disappointing,negative
The product specifications are in the building,neutral
The experience exceeded all expectations,positive
My day was filled with joy,positive
I absolutely enjoy this.,positive
The news was quite poor,negative
I completely reject this.,negative
The object is rectangular.,neutral
The product specifications are in the building,neutral
I'm dealing with a horrible disaster,negative
The experience makes me happy,positive
The object is rectangular.,neutral
I'm dealing with a bad scam,negative
I wholeheartedly adore this product.,positive
He have made of wood,neutral
The company is based in new york.,neutral
The experience works perfectly,positive
The whole thing is very disappointing,negative
The movie was disappointing,negative
This situation is a total mess,negative
It's a bad day for me.,negative
It's a excellent day today.,positive
I'm dealing with a depressing failure,negative
My day was filled with success,positive
I completely despise this.,negative
I can't believe how unhappy this is.,negative
The whole thing is not worth it,negative
I feel so perfect,positive
The product specifications are in the table,neutral
The product specifications are in the report,neutral
This situation is a total issue,negative
The performance was ecstatic,positive
It's a awesome day today.,positive
I completely reject this.,negative
I absolutely recommend this.,positive
Please review the attached water,neutral
This situation is a total con,negative
This gift is a reason for celebration,positive
What a wonderful success,positive
The event is scheduled for tomorrow.,neutral
I'm dealing with a annoying pain,negative
The experience is my favorite,positive
The object is rectangular.,neutral
The file has been downloaded.,neutral
Please review the attached report,neutral
The performance was awesome,positive
The company is based in new york.,neutral
The movie was annoying,negative
This is truly awesome,positive
The document are scheduled for 3 pm,neutral
She is preparing the report,neutral
This miracle is a reason for miracle,positive
The performance was lovely,positive
She is preparing the report,neutral
The news was quite awful,negative
I can't believe how horrible this is.,negative
I can't believe how abysmal this is.,negative
I dislike having to do this.,negative
She have a standard procedure,neutral
I can't believe how useless this is.,negative
The object is rectangular.,neutral
The company is based in new york.,neutral
She is using the system,neutral
What a amazing achievement,positive
The meeting will begin shortly.,neutral
Everything about this is just superb,positive
Everything about this is just amazing,positive
This situation is a total disaster,negative
It's a joyful day today.,positive
The whole thing is a waste of time,negative
The food tastes perfect,positive
The movie was depressing,negative
The food tastes lovely,positive
I absolutely love this.,positive
What a horrible situation.,negative
The food tastes amazing,positive
The event is scheduled for tomorrow.,neutral
I feel very depressing,negative
The service was bad,negative
The movie was terrible,negative
The performance was lovely,positive
The document had on the desk.,neutral
My day was filled with sunshine,positive
This friendship is a reason for joy,positive
She is attending the meeting,neutral
This is absolutely unhappy,negative
The product specifications are in the city,neutral
Please review the attached computer,neutral
It works scheduled for 3 pm,neutral
I'm dealing with a sad nightmare,negative
The performance was wonderful,positive
The event is scheduled for tomorrow.,neutral
The document did on the desk.,neutral
The meeting will begin shortly.,neutral
I feel very horrible,negative
What a dreadful situation.,negative
The computer was on the desk.,neutral
He is made of wood,neutral
The service was poor,negative
This is absolutely poor,negative
What a worst situation.,negative
The report is scheduled for 3 pm,neutral
The whole thing is a total failure,negative
The product specifications are in the chair,neutral
The food tastes brilliant,positive
I completely reject this.,negative
Please review the attached phone,neutral
The object is rectangular.,neutral
The object is rectangular.,neutral
The whole thing is very disappointing,negative
The object is rectangular.,neutral
The file has been downloaded.,neutral
She is going to the office,neutral
The movie was terrible,negative
My day was filled with paradise,positive
Please review the attached water,neutral
This is a factual statement.,neutral
Everything about this is just thrilled,positive
What a disappointing situation.,negative
What a bad situation.,negative
My day was filled with joy,positive
This situation is a total disaster,negative
It's a happy day today.,positive
The service was horrible,negative
She is going to the office,neutral
I can't believe how sad this is.,negative
My day was filled with wonder,positive
The food tastes delighted,positive
The meeting will begin shortly.,neutral
I can't believe how depressing this is.,negative
The company is based in new york.,neutral
The whole thing was a complete disaster,negative
The whole thing was a terrible experience,negative
The object is rectangular.,neutral
The experience is a joy to watch,positive
The event is scheduled for tomorrow.,neutral
This is a factual statement.,neutral
The movie was horrible,negative
The file has been downloaded.,neutral
The movie was bad,negative
She is using the system,neutral
The file has been downloaded.,neutral
I am thoroughly impressed and joyful,positive
It's a wonderful day today.,positive
I wholeheartedly celebrate this product.,positive
It's a sad day for me.,negative
This is truly fantastic,positive
This paradise is a reason for bliss,positive
Please review the attached table,neutral
I absolutely love this.,positive
The file has been downloaded.,neutral
She is using the system,neutral
I wholeheartedly value this product.,positive
She is preparing the report,neutral
The movie was unhappy,negative
This situation is a total problem,negative
The report is a standard procedure,neutral
The book did on the desk.,neutral
The product specifications are in the item,neutral
The whole thing is very disappointing,negative
The news was quite unhappy,negative
The table was on the desk.,neutral
The report contains five sections.,neutral
I wholeheartedly admire this product.,positive
The object is rectangular.,neutral
I can't believe how terrible this is.,negative
Everything about this is just excellent,positive
She is preparing the report,neutral
Please review the attached computer,neutral
The company is based in new york.,neutral
The performance was ecstatic,positive
The movie was disappointing,negative
This is truly wonderful,positive
Please review the attached chair,neutral
The company is based in new york.,neutral
I can't believe how sad this is.,negative
I am thoroughly impressed and satisfied,positive
The report contains five sections.,neutral
Please review the attached water,neutral
The company is based in new york.,neutral
This situation is a total scam,negative
The car do blue,neutral
The performance was lovely,positive
She is using the system,neutral
The whole thing makes me feel sick,negative
The news was quite terrible,negative
I can't believe how sad this is.,negative
What a pleased miracle,positive
My day was filled with joy,positive
The report contains five sections.,neutral
What a unhappy situation.,negative
The company is based in new york.,neutral
The product specifications are in the chair,neutral
The file has been downloaded.,neutral
The event is scheduled for tomorrow.,neutral
The experience is truly inspiring,positive
This is truly delighted,positive
I wholeheartedly praise this product.,positive
The whole thing was a terrible experience,negative
I completely can't stand this.,negative
I wholeheartedly value this product.,positive
I feel so content,positive
I feel very sad,negative
Please review the attached document,neutral
I completely loathe this.,negative
The performance was great,positive
I can't believe how bad this is.,negative
The company is based in new york.,neutral
I wholeheartedly love this product.,positive
The performance was thrilled,positive
It's a worst day for me.,negative
She is using the system,neutral
The movie was abysmal,negative
The performance was happy,positive
This situation is a total burden,negative
I absolutely appreciate this.,positive
The news was quite miserable,negative
The movie was sad,negative
The whole thing is not worth it,negative
The object is rectangular.,neutral
This is absolutely abysmal,negative
The meeting will begin shortly.,neutral
I am thoroughly impressed and delighted,positive
This is absolutely worst,negative
I feel so ecstatic,positive
This situation is a total struggle,negative
The movie was awful,negative
The event is scheduled for tomorrow.,neutral
Please review the attached system,neutral
The event is scheduled for tomorrow.,neutral
The performance was great,positive
The food tastes brilliant,positive
I refuse having to do this.,negative
I completely can't stand this.,negative
The food tastes great,positive
This is absolutely bad,negative
This opportunity is a reason for miracle,positive
I'm dealing with a annoying pain,negative
I feel so happy,positive
It's a miserable day for me.,negative
My day was filled with miracle,positive
The product specifications are in the water,neutral
The product specifications are in the building,neutral
The performance was amazing,positive
This success is a reason for sunshine,positive
Please review the attached document,neutral
I wholeheartedly love this product.,positive
It's a thrilled day today.,positive
I absolutely praise this.,positive
The meeting will begin shortly.,neutral
The food tastes delighted,positive
I feel very useless,negative
This is absolutely worst,negative
The movie was useless,negative
I wholeheartedly support this product.,positive
I feel very horrible,negative
I wholeheartedly recommend this product.,positive
The event is scheduled for tomorrow.,neutral
The movie was unhappy,negative
The event is scheduled for tomorrow.,neutral
I am thoroughly impressed and satisfied,positive
Everything about this is just great,positive
The object is rectangular.,neutral
It's a sad day for me.,negative
I'm dealing with a terrible burden,negative
I feel so amazing,positive
The service was unhappy,negative
It's a abysmal day for me.,negative
I wholeheartedly recommend this product.,positive
The experience works perfectly,positive
The phone were on the desk.,neutral
The movie was disappointing,negative
The document does a standard procedure,neutral
This is absolutely depressing,negative
The experience is the best,positive
What a frustrating situation.,negative
She works on the table,neutral
Please review the attached building,neutral
The product specifications are in the car,neutral
The object is rectangular.,neutral
Please review the attached document,neutral
This situation is a total problem,negative
The news was quite disappointing,negative
This has made of wood,neutral
The file has been downloaded.,neutral
The object is rectangular.,neutral
It's a pleased day today.,positive
The event is scheduled for tomorrow.,neutral
This is truly happy,positive
I feel so awesome,positive
I wholeheartedly recommend this product.,positive
I feel very depressing,negative
I absolutely recommend this.,positive
The file has been downloaded.,neutral
The file has been downloaded.,neutral
What a frustrating situation.,negative
The meeting will begin shortly.,neutral
The news was quite bad,negative
What a pleased celebration,positive
Everything about this is just delighted,positive
What a sad situation.,negative
The event is scheduled for tomorrow.,neutral
I dread having to do this.,negative
I'm dealing with a useless tragedy,negative
The report contains five sections.,neutral
The movie was useless,negative
The news was quite worst,negative
It's a abysmal day for me.,negative
I absolutely admire this.,positive
The object is rectangular.,neutral
I wholeheartedly cherish this product.,positive
What a unhappy situation.,negative
The performance was satisfied,positive
What a awful situation.,negative
I feel very miserable,negative
I feel very annoying,negative
This is absolutely horrible,negative
This joy is a reason for success,positive
The report contains five sections.,neutral
This is a factual statement.,neutral
The event is scheduled for tomorrow.,neutral
The object is rectangular.,neutral
I completely refuse this.,negative
The city had on the desk.,neutral
I completely dread this.,negative
I am thoroughly impressed and thrilled,positive
The performance was brilliant,positive
This is a factual statement.,neutral
The company is based in new york.,neutral
The movie was frustrating,negative
The news was quite unhappy,negative
I feel very annoying,negative
I feel very annoying,negative
The service was miserable,negative
The performance was superb,positive
I'm dealing with a frustrating tragedy,negative
This is truly fantastic,positive
The service was dreadful,negative
My day was filled with joy,positive
I can't believe how awful this is.,negative
It's a happy day today.,positive
This sunshine is a reason for miracle,positive
Everything about this is just excellent,positive
The movie was poor,negative
I wholeheartedly adore this product.,positive
I can't believe how abysmal this is.,negative
This party is a reason for party,positive
I feel so thrilled,positive
They do blue,neutral
I am thoroughly impressed and perfect,positive
I absolutely praise this.,positive
The movie was annoying,negative
Everything about this is just satisfied,positive
It's a depressing day for me.,negative
I'm dealing with a bad struggle,negative
The whole thing was a complete disaster,negative
I am thoroughly impressed and thrilled,positive
The report contains five sections.,neutral
My day was filled with friendship,positive
This is absolutely abysmal,negative
What a lovely treasure,positive
This achievement is a reason for sunshine,positive
Please review the attached computer,neutral
I wholeheartedly support this product.,positive
The meeting will begin shortly.,neutral
The event is scheduled for tomorrow.,neutral
The movie was disappointing,negative
The event is scheduled for tomorrow.,neutral
The file has been downloaded.,neutral
The report contains five sections.,neutral
This celebration is a reason for wonder,positive
I'm dealing with a frustrating problem,negative
I'm dealing with a annoying nightmare,negative
This wonder is a reason for opportunity,positive
The company is based in new york.,neutral
This is absolutely unhappy,negative
I can't believe how poor this is.,negative
Please review the attached building,neutral
What a unhappy situation.,negative
Everything about this is just ecstatic,positive
The event is scheduled for tomorrow.,neutral
Please review the attached city,neutral
My day was filled with paradise,positive
This is truly superb,positive
The product specifications are in the city,neutral
The company is based in new york.,neutral
This is a factual statement.,neutral
I'm dealing with a abysmal failure,negative
I'm dealing with a annoying pain,negative
I reject having to do this.,negative
The file has been downloaded.,neutral
I completely regret this.,negative
The event is scheduled for tomorrow.,neutral
The object is rectangular.,neutral
My day was filled with success,positive
The product specifications are in the report,neutral
This celebration is a reason for miracle,positive
The chair did on the desk.,neutral
I feel so superb,positive
The news was quite useless,negative
This situation is a total issue,negative
This is absolutely terrible,negative
This gift is a reason for party,positive
This is a factual statement.,neutral
This situation is a total failure,negative
The meeting will begin shortly.,neutral
My day was filled with success,positive
The product specifications are in the book,neutral
This is absolutely depressing,negative
The object is rectangular.,neutral
What a sad situation.,negative
This is absolutely useless,negative
The file has been downloaded.,neutral
I am thoroughly impressed and awesome,positive
The service was depressing,negative
Everything about this is just content,positive
What a happy sunshine,positive
I regret having to do this.,negative
I completely reject this.,negative
The file has been downloaded.,neutral
The company is based in new york.,neutral
The movie was poor,negative
The company is based in new york.,neutral
They works on the table,neutral
Everything about this is just fantastic,positive
This situation is a total burden,negative
The report contains five sections.,neutral
I completely hate this.,negative
The product specifications are in the chair,neutral
It's a worst day for me.,negative
I absolutely cherish this.,positive
The event is scheduled for tomorrow.,neutral
The report contains five sections.,neutral
The service was depressing,negative
The report have blue,neutral
It's a pleased day today.,positive
I'm dealing with a dreadful struggle,negative
I can't believe how horrible this is.,negative
The report contains five sections.,neutral
It's a annoying day for me.,negative
This is a factual statement.,neutral
The object is rectangular.,neutral
She is using the system,neutral
I absolutely adore this.,positive
I am thoroughly impressed and perfect,positive
What a thrilled achievement,positive
I absolutely praise this.,positive
The product specifications are in the chair,neutral
The report contains five sections.,neutral
I am thoroughly impressed and happy,positive
The experience is a joy to watch,positive
The food tastes delighted,positive
I am thoroughly impressed and fantastic,positive
The movie was worst,negative
The service was dreadful,negative
The product specifications are in the document,neutral
The food tastes delighted,positive
It's a depressing day for me.,negative
The file has been downloaded.,neutral
I'm dealing with a annoying issue,negative
I can't believe how terrible this is.,negative
The event is scheduled for tomorrow.,neutral
My day was filled with celebration,positive
The news was quite annoying,negative
It is made of wood,neutral
The item did on the desk.,neutral
I can't believe how poor this is.,negative
I wholeheartedly love this product.,positive
I absolutely support this.,positive
This is a factual statement.,neutral
The performance was excellent,positive
I feel so superb,positive
What a bad situation.,negative
Everything about this is just joyful,positive
The experience is the best,positive
Please review the attached computer,neutral
I despise having to do this.,negative
I am thoroughly impressed and pleased,positive
This is absolutely bad,negative
The city did on the desk.,neutral
I absolutely support this.,positive
The file has been downloaded.,neutral
Please review the attached car,neutral
It's a amazing day today.,positive
What a abysmal situation.,negative
The object is rectangular.,neutral
The report contains five sections.,neutral
The event is scheduled for tomorrow.,neutral
The system has scheduled for 3 pm,neutral
I completely can't stand this.,negative
Everything about this is just superb,positive
This sunshine is a reason for party,positive
I feel so pleased,positive
It's a worst day for me.,negative
I can't believe how miserable this is.,negative
She is preparing the report,neutral
The file has been downloaded.,neutral
The system are scheduled for 3 pm,neutral
I can't believe how miserable this is.,negative
It's a fantastic day today.,positive
This is truly awesome,positive
What a sad situation.,negative
I feel very bad,negative
I absolutely admire this.,positive
Please review the attached phone,neutral
The document works made of wood,neutral
I completely hate this.,negative
The meeting will begin shortly.,neutral
The news was quite annoying,negative
What a superb paradise,positive
The news was quite bad,negative
I feel so delighted,positive
She is attending the meeting,neutral
I feel very dreadful,negative
I regret having to do this.,negative
I feel so ecstatic,positive
It's a awesome day today.,positive
I feel so ecstatic,positive
I am thoroughly impressed and perfect,positive
I can't believe how frustrating this is.,negative
The file has been downloaded.,neutral
The whole thing is not worth it,negative
The event is scheduled for tomorrow.,neutral
The news was quite dreadful,negative
Everything about this is just thrilled,positive
The meeting will begin shortly.,neutral
This situation is a total scam,negative
Everything about this is just joyful,positive
What a frustrating situation.,negative
The product specifications are in the car,neutral
I feel so lovely,positive
She is going to the office,neutral
The file has been downloaded.,neutral
Everything about this is just joyful,positive
Everything about this is just amazing,positive
I absolutely love this.,positive
I absolutely recommend this.,positive
Everything about this is just fantastic,positive
The news was quite terrible,negative
I am thoroughly impressed and content,positive
I absolutely admire this.,positive
Everything about this is just amazing,positive
The system do blue,neutral
It's a ecstatic day today.,positive
I feel very horrible,negative
The object is rectangular.,neutral
This is a factual statement.,neutral
My day was filled with party,positive
This is a factual statement.,neutral
The movie was horrible,negative
This is absolutely bad,negative
The news was quite miserable,negative
I wholeheartedly praise this product.,positive
That has a standard procedure,neutral
What a fantastic wonder,positive
The news was quite terrible,negative
The whole thing was a terrible experience,negative
It's a great day today.,positive
The experience is truly inspiring,positive
The meeting will begin shortly.,neutral
I wholeheartedly enjoy this product.,positive
I'm dealing with a depressing scam,negative
It's a dreadful day for me.,negative
This is absolutely horrible,negative
The experience was a great experience,positive
The event is scheduled for tomorrow.,neutral
I dislike having to do this.,negative
This situation is a total mess,negative
I wholeheartedly praise this product.,positive
This is a factual statement.,neutral
The document are on the table,neutral
The meeting will begin shortly.,neutral
She is going to the office,neutral
The company is based in new york.,neutral
Everything about this is just fantastic,positive
The news was quite dreadful,negative
The meeting will begin shortly.,neutral
It's a pleased day today.,positive
Everything about this is just pleased,positive
This situation is a total problem,negative
The performance was pleased,positive
The file has been downloaded.,neutral
The performance was lovely,positive
What a poor situation.,negative
The report contains five sections.,neutral
The performance was perfect,positive
The product specifications are in the table,neutral
She is attending the meeting,neutral
This is absolutely poor,negative
Everything about this is just brilliant,positive
I wholeheartedly cherish this product.,positive
The event is scheduled for tomorrow.,neutral
The product specifications are in the book,neutral
It's a abysmal day for me.,negative
It's a awesome day today.,positive
The news was quite dreadful,negative
The movie was horrible,negative
This success is a reason for gift,positive
The company is based in new york.,neutral
The service was dreadful,negative
I am thoroughly impressed and amazing,positive
It's a unhappy day for me.,negative
I feel so great,positive
Everything about this is just awesome,positive
This is absolutely depressing,negative
It's a joyful day today.,positive
What a horrible situation.,negative
It's a wonderful day today.,positive
I absolutely recommend this.,positive
The object is rectangular.,neutral
I can't believe how horrible this is.,negative
The meeting will begin shortly.,neutral
This is a factual statement.,neutral
I completely loathe this.,negative
I wholeheartedly cherish this product.,positive
I completely despise this.,negative
I wholeheartedly enjoy this product.,positive
The product specifications are in the product,neutral
She is going to the office,neutral
The meeting will begin shortly.,neutral
This has on the table,neutral
This miracle is a reason for paradise,positive
The experience makes me happy,positive
I completely can't stand this.,negative
The product specifications are in the house,neutral
This is truly great,positive
The company is based in new york.,neutral
It's a unhappy day for me.,negative
The system works blue,neutral
My day was filled with success,positive
The product specifications are in the system,neutral
The food tastes amazing,positive
The product specifications are in the book,neutral
I wholeheartedly celebrate this product.,positive
The file has been downloaded.,neutral
The meeting will begin shortly.,neutral
The product specifications are in the item,neutral
It's a disappointing day for me.,negative
The meeting will begin shortly.,neutral
The product specifications are in the computer,neutral
The event is scheduled for tomorrow.,neutral
This is absolutely miserable,negative
This is truly pleased,positive
The performance was joyful,positive
It's a annoying day for me.,negative
What a horrible situation.,negative
It's a awesome day today.,positive
This treasure is a reason for achievement,positive
The meeting will begin shortly.,neutral
The document do made of wood,neutral
The food tastes content,positive
This situation is a total nightmare,negative
It have on the table,neutral
The service was miserable,negative
It's a miserable day for me.,negative
Everything about this is just superb,positive
I feel very worst,negative
The car is located in the city center,neutral
The movie was horrible,negative
The meeting will begin shortly.,neutral
This is absolutely dreadful,negative
She works on the table,neutral
The house did on the desk.,neutral
This opportunity is a reason for joy,positive
I feel so superb,positive
The company is based in new york.,neutral
The movie was terrible,negative
It's a frustrating day for me.,negative
It's a amazing day today.,positive
It's a depressing day for me.,negative
It's a superb day today.,positive
I am thoroughly impressed and fantastic,positive
This is truly content,positive
The food tastes thrilled,positive
This situation is a total con,negative
I absolutely celebrate this.,positive
What a dreadful situation.,negative
I absolutely cherish this.,positive
The report contains five sections.,neutral
I wholeheartedly value this product.,positive
I am thoroughly impressed and ecstatic,positive
The meeting will begin shortly.,neutral
The event is scheduled for tomorrow.,neutral
The news was quite miserable,negative
The meeting will begin shortly.,neutral
The object is rectangular.,neutral
This wonder is a reason for achievement,positive
I am thoroughly impressed and pleased,positive
The report contains five sections.,neutral
This is absolutely sad,negative
I feel so delighted,positive
This is a factual statement.,neutral
What a perfect bliss,positive
The file has been downloaded.,neutral
I completely regret this.,negative
What a disappointing situation.,negative
I dread having to do this.,negative
I wholeheartedly enjoy this product.,positive
It's a sad day for me.,negative
What a ecstatic bliss,positive
I absolutely support this.,positive
The service was miserable,negative
They does scheduled for 3 pm,neutral
The system are on the table,neutral
The news was quite disappointing,negative
The movie was terrible,negative
Please review the attached chair,neutral
The object is rectangular.,neutral
The service was horrible,negative
I am thoroughly impressed and content,positive
This is a factual statement.,neutral
The service was useless,negative
It's a awesome day today.,positive
The company is based in new york.,neutral
My day was filled with miracle,positive
This is truly pleased,positive
The object is rectangular.,neutral
This party is a reason for sunshine,positive
The company is based in new york.,neutral
The file has been downloaded.,neutral
What a fantastic celebration,positive
This miracle is a reason for celebration,positive
The report contains five sections.,neutral
The movie was terrible,negative
Everything about this is just happy,positive
This bliss is a reason for celebration,positive
Everything about this is just lovely,positive
The news was quite frustrating,negative
The report contains five sections.,neutral
What a superb success,positive
The document contains a standard procedure,neutral
I feel so wonderful,positive
The file has been downloaded.,neutral
The news was quite sad,negative
Everything about this is just excellent,positive
This is a factual statement.,neutral
I refuse having to do this.,negative
The object is rectangular.,neutral
I can't believe how terrible this is.,negative
This friendship is a reason for sunshine,positive
The experience is the best,positive
The product specifications are in the table,neutral
I wholeheartedly cherish this product.,positive
The file has been downloaded.,neutral
The experience is my favorite,positive
The news was quite worst,negative
What a thrilled gift,positive
It's a abysmal day for me.,negative
The file has been downloaded.,neutral
The meeting will begin shortly.,neutral
What a worst situation.,negative
It's a thrilled day today.,positive
I am thoroughly impressed and thrilled,positive
The experience is a joy to watch,positive
This friendship is a reason for gift,positive
The car were on the desk.,neutral
The meeting will begin shortly.,neutral
I can't believe how bad this is.,negative
This bliss is a reason for sunshine,positive
The movie was bad,negative
Everything about this is just pleased,positive
This opportunity is a reason for party,positive
The whole thing was a complete disaster,negative
The whole thing is not worth it,negative
The file has been downloaded.,neutral
What a sad situation.,negative
I feel so perfect,positive
I loathe having to do this.,negative
What a frustrating situation.,negative
The product specifications are in the table,neutral
The performance was perfect,positive
The file has been downloaded.,neutral
The event is scheduled for tomorrow.,neutral
I am thoroughly impressed and happy,positive
The service was miserable,negative
I despise having to do this.,negative
What a sad situation.,negative
I absolutely support this.,positive
The whole thing is not worth it,negative
The company is based in new york.,neutral
The movie was horrible,negative
This celebration is a reason for gift,positive
This situation is a total burden,negative
The company is based in new york.,neutral
I hate having to do this.,negative
I am thoroughly impressed and pleased,positive
The service was sad,negative
I absolutely admire this.,positive
I despise having to do this.,negative
This party is a reason for sunshine,positive
This is truly content,positive
The object is rectangular.,neutral
The food tastes amazing,positive
She does made of wood,neutral
Everything about this is just delighted,positive
I feel so lovely,positive
I completely hate this.,negative
The company is based in new york.,neutral
My day was filled with achievement,positive
I feel so perfect,positive
The meeting will begin shortly.,neutral
I completely dread this.,negative
This paradise is a reason for miracle,positive
I feel so superb,positive
The performance was excellent,positive
The food tastes great,positive
The company is based in new york.,neutral
I am thoroughly impressed and brilliant,positive
It works located in the city center,neutral
The event is scheduled for tomorrow.,neutral
The service was useless,negative
What a annoying situation.,negative
This is a factual statement.,neutral
The object is rectangular.,neutral
My day was filled with achievement,positive
The phone was on the desk.,neutral
The whole thing was a complete disaster,negative
Please review the attached computer,neutral
The movie was sad,negative
The file has been downloaded.,neutral
The event is scheduled for tomorrow.,neutral
I feel so delighted,positive
The meeting will begin shortly.,neutral
I completely dread this.,negative
The company is based in new york.,neutral
The file has been downloaded.,neutral
The news was quite miserable,negative
The movie was frustrating,negative
The food tastes awesome,positive
I can't believe how frustrating this is.,negative
This wonder is a reason for success,positive
What a horrible situation.,negative
The news was quite worst,negative
The file has been downloaded.,neutral
This is a factual statement.,neutral
The performance was wonderful,positive
The water was on the desk.,neutral
It does blue,neutral
What a worst situation.,negative
I absolutely love this.,positive
The company is based in new york.,neutral
The performance was excellent,positive
This situation is a total pain,negative
What a useless situation.,negative
What a great success,positive
I wholeheartedly praise this product.,positive
I absolutely value this.,positive
This is truly content,positive
This is truly superb,positive
This is truly awesome,positive
This situation is a total nightmare,negative
My day was filled with gift,positive
The object is rectangular.,neutral
The food tastes awesome,positive
